,name,type,guests,cabins,crew,length,year,model,summer_low_season_price_per_day_$,summer_high_season_price_per_day_$,Summer Cruising Regions,Summer Hot Spots,winter_low_season_price_per_day_$,winter_high_season_price_per_day_$,Winter Cruising Regions,Winter Hot Spots,description
79,AGIO,Motor Yachts,10.0,5.0,5.0,27.41,2023,Grande 27M,12429,14071,"Mediterranean, Greece, Turkey",Mykonos,12429,14071,"Mediterranean, Greece, Turkey",Mykonos,"The 27.4m/89'11"" motor yacht 'Agio' by the Italian shipyard Azimut offers flexible accommodation for up to 10 guests in 5 cabins and features interior styling by Italian designer Achille Salvagni."
80,AGLAYA,Motor Yachts,8.0,4.0,2.0,20.98,2023,Fly 68,5500,6071,"Mediterranean, Croatia, Montenegro",,5214,5214,"Mediterranean, Croatia, Montenegro",,"The 20.98m/68'10"" motor yacht 'Aglaya' is an excellent new superyacht for the luxury charter market. Delivered by the Italian shipyard Azimut  and featuring interior styling by Italian designer Salvagni Architetti she can comfortably accommodate up to 8 guests in 4 cabins."
81,AGORA,Gulet Yachts,12.0,6.0,4.0,29.0,2020,Custom,2286,2786,"Mediterranean, Croatia, Montenegro",,2286,2786,"Mediterranean, Croatia, Montenegro",,"The 29m/95'2"" gulet yacht 'Agora' by shipyard Custom offers flexible accommodation for up to 12 guests in 6 cabins."
82,AGRAM,Motor Yachts,12.0,6.0,9.0,44.17,2016,Heesen 4400,25714,27357,"Mediterranean, Croatia, Montenegro",,25714,27357,"Mediterranean, Croatia, Montenegro",,"The 44.17m/144'11"" motor yacht 'Agram' by the Dutch shipyard Heesen offers flexible accommodation for up to 12 guests in 6 cabins and features interior styling by Dutch designer Heesen."
83,AHAVA,Catamarans,8.0,4.0,4.0,23.9,2025,Sunreef 80 Sailing,12357,0,"Mediterranean, France, Italy, Malta, Monaco","Amalfi Coast, Calvi, Cannes, Corsica, French Riviera, Ibiza, Ligurian Riviera, Mallorca, Portofino, Sardinia, St Tropez, The Balearics",0,0,"Caribbean, Bahamas",,"The 23.9m/78'5"" catamaran yacht 'Ahava' offers the unmissable chance to charter a brand new superyacht, having only launched this year. Delivered by the Polish shipyard Sunreef Yachts  and featuring interior styling by Polish designer Sunreef Yachts she can comfortably accommodate up to 8 guests in 4 cabins."
85,AHS,Motor Yachts,12.0,6.0,18.0,66.0,2025,Custom,82643,99143,"Mediterranean, France, Italy, Monaco","Amalfi Coast, Corsica, French Riviera, Sardinia",82643,99143,,Dubai,"The 66m/216'6"" 'AHS' motor yacht built by the Dutch shipyard Oceanco is available for charter for up to 12 guests in 6 cabins. This  yacht  features interior styling by Alberto Pinto."
87,AILY,Motor Yachts,12.0,6.0,10.0,52.0,2021,52Steel,45571,53714,"Mediterranean, Croatia, France, Italy",,45571,45571,"Mediterranean, Croatia, France, Italy",,"The 52m/170'7"" motor yacht 'Aily' by the Italian shipyard Sanlorenzo offers flexible accommodation for up to 12 guests in 6 cabins and features interior styling by Italian designer Mauro Micheli."
88,AIR,Motor Yachts,12.0,7.0,22.0,81.0,2017,Custom,155929,155929,"Mediterranean, Croatia, France, Italy, Malta, Monaco, Montenegro","Amalfi Coast, Calvi, Corsica, French Riviera, Ibiza, Sardinia, The Balearics",155929,155929,,,"The 81m/265'9"" 'Air' motor yacht built by the Dutch shipyard Feadship is available for charter for up to 12 guests in 7 cabins. This  yacht  features interior styling by Remi Tessier."
89,AIR,Motor Yachts,12.0,7.0,11.0,49.9,2013,Golden Bay Series,28500,33357,"Mediterranean, Croatia, France, Italy, Monaco, Montenegro, Turkey","Amalfi Coast, Corsica, French Riviera, Sardinia",28500,33357,,,"The award winning 50m/164'1"" motor yacht 'Air' (ex. QM of London) by the Italian shipyard Benetti offers flexible accommodation for up to 12 guests in 7 cabins and features interior styling by English designer Terence Disdale."
90,AIX,Motor Yachts,10.0,5.0,9.0,44.5,2022,Alloy,0,0,"South Pacific, Fiji, French Polynesia, Papua New Guinea",,31929,39786,"South Pacific, Australia","Sydney, Whitsundays","The 44m/144'4"" motor yacht 'AIX' by the Italian shipyard Sanlorenzo offers flexible accommodation for up to 10 guests in 5 cabins and features interior styling by Italian designer Zuccon."
91,AIZU,Sailing Yachts,8.0,4.0,4.0,30.0,2007,Custom,4714,5571,"Mediterranean, Greece",Mykonos,4714,4714,"Mediterranean, Greece",Mykonos,"The 30.16m/98'11"" sail yacht 'Aizu' by shipyard Tréhard Marine offers flexible accommodation for up to 8 guests in 4 cabins and features interior styling by Claesson Koivisto Rune."
92,AJAO,Motor Yachts,6.0,3.0,6.0,27.0,2018,Custom,0,0,"South East Asia, Myanmar (Burma), Thailand",,0,0,"South East Asia, Myanmar (Burma), Thailand",,"The 27m/88'7"" 'Ajao' motor yacht built by the Italian shipyard Baglietto is available for charter for up to 6 guests in 3 cabins. This  yacht  features interior styling by Italian designer Baglietto."
93,AK ROYALTY,Open Yachts,12.0,5.0,7.0,41.4,2023,PJ 135,18214,22786,"Mediterranean, France, Italy, Monaco","Amalfi Coast, Corsica, French Riviera, Sardinia",18214,22786,,"Abu Dhabi, Dubai","The 41.1m/134'10"" 'AK Royalty' open yacht built by the American shipyard Palmer Johnson is available for charter for up to 12 guests in 5 cabins. This  yacht  features interior styling by Italian designer Nuvolari Lenard."
94,AKASHA,Catamarans,10.0,5.0,4.0,23.0,2013,Custom,0,0,"Caribbean, Antigua, Saint Martin, St Barts",Virgin Islands,0,0,"Caribbean, Antigua, Saint Martin, St Barts",Virgin Islands,"The 23m/75'6"" 'Akasha' catamaran yacht built by shipyard Matrix Yachts is available for charter for up to 10 guests in 5 cabins."
95,AKASTI,Motor Yachts,8.0,4.0,4.0,26.77,2024,SL86,11429,13857,"Mediterranean, Greece","Mykonos, Santorini",11429,13857,"Mediterranean, Greece","Mykonos, Santorini","The 26.76m/87'10"" motor yacht 'Akasti' is an excellent new superyacht for the luxury charter market. Delivered by the Italian shipyard Sanlorenzo  and featuring interior styling by Italian designer Officina Italiana Design she can comfortably accommodate up to 8 guests in 4 cabins."
96,AKIKO,Expedition Yachts,12.0,5.0,6.0,34.2,2023,Custom,0,0,"South Pacific, Australia","Sydney, Whitsundays",0,0,"South Pacific, Australia","Sydney, Whitsundays","The 34.12m/111'11"" 'Akiko' expedition yacht built by the New Zealander shipyard Alloy Yachts is available for charter for up to 12 guests in 5 cabins. This award winning  yacht  features interior styling by Gregory Marshall."
97,AKIRA,Motor Yachts,8.0,4.0,4.0,27.43,2024,SD90,14214,15857,"Mediterranean, Croatia, Montenegro",,14214,15857,"Mediterranean, Croatia, Montenegro",,The 27.43m/90' motor yacht 'Akira' is an excellent new superyacht for the luxury charter market. Delivered by the Italian shipyard Sanlorenzo  she can comfortably accommodate up to 8 guests in 4 cabins.
98,AKIRA ONE,Motor Yachts,12.0,6.0,11.0,51.82,2022,Golden Bay Series,28143,32643,"Mediterranean, Croatia, France, Greece, Italy, Monaco, Montenegro, Turkey","French Riviera, Mykonos",28143,32643,"Mediterranean, Croatia, France, Greece, Italy, Monaco, Montenegro, Turkey","French Riviera, Mykonos","The 49.9m/163'9"" 'Akira One' motor yacht built by the Italian shipyard Benetti is available for charter for up to 12 guests in 6 cabins. This  yacht  features interior styling by French designer Zuretti."
99,AKKA,Catamarans,8.0,4.0,2.0,20.7,2001,Custom,0,0,,,0,0,,,"The 20.7m/67'11"" catamaran yacht 'Akka' by shipyard Custom offers flexible accommodation for up to 8 guests in 4 cabins."
100,AKULA,Motor Yachts,12.0,5.0,10.0,52.32,2024,T52,48071,52143,"Mediterranean, France",,0,0,"Caribbean, Bahamas",,"The 52.3m/171'7"" motor yacht 'Akula' is an excellent new superyacht for the luxury charter market. Delivered by the Italian shipyard Baglietto  and featuring interior styling by Italian designer Enrico Gobbi she can comfortably accommodate up to 12 guests in 5 cabins."
101,AL KOUS 164,Motor Yachts,10.0,5.0,5.0,50.0,2021,Custom,0,0,,Abu Dhabi,0,0,,Abu Dhabi,"The 50m/164'1"" 'Al Kous 164' motor yacht built by shipyard Al Kous Marine is available for charter for up to 10 guests in 5 cabins. This  yacht  features interior styling by Al Kous Marine."
102,AL WAAB,Motor Yachts,12.0,6.0,9.0,54.73,2025,Custom,52143,53714,"Mediterranean, France, Monaco","Corsica, French Riviera",52143,53714,"Mediterranean, France, Monaco","Corsica, French Riviera","The 55m/180'5"" 'Al Waab' motor yacht built by the Turkish shipyard Alia Yacht is available for charter for up to 12 guests in 6 cabins. This multi-award winning  yacht  features interior styling by Dutch designer Vripack."
103,ALADDIN SANE,Motor Yachts,8.0,5.0,4.0,26.01,2024,Grande 26M,11571,13214,"Mediterranean, Greece","Mykonos, Santorini",0,0,,,"The 26.09m/85'7"" motor yacht 'Aladdin Sane' is an excellent new superyacht for the luxury charter market. Delivered by the Italian shipyard Azimut  and featuring interior styling by Italian designer Salvagni Architetti she can comfortably accommodate up to 8 guests in 5 cabins."
104,ALALYA,Motor Yachts,12.0,6.0,9.0,47.5,2025,ISA 470,26571,29929,"Mediterranean, France, Greece, Italy, Monaco, Turkey","Amalfi Coast, Corsica, French Riviera, Mykonos, Sardinia",0,0,"Mediterranean, France, Greece, Italy, Monaco, Turkey","Amalfi Coast, Corsica, French Riviera, Mykonos, Sardinia","The 47.5m/155'10"" motor yacht 'Alalya' by the Italian shipyard ISA Yachts offers flexible accommodation for up to 12 guests in 6 cabins and features interior styling by Italian designer Cristiano Gatto Design."
105,ALANDREA,Motor Yachts,10.0,5.0,5.0,32.92,2016,Custom Line 108,0,0,"Caribbean, Bahamas",,0,0,"Caribbean, Antigua, Bahamas, Saint Martin, St Barts",Virgin Islands,The 32.92m/108' 'Alandrea' motor yacht built by the Italian shipyard Custom Line is available for charter for up to 10 guests in 5 cabins. This  yacht  features interior styling by Italian designer Zuccon.
106,ALANI,Motor Yachts,6.0,3.0,3.0,24.0,2003,82 Yacht,5929,0,"South Pacific, Australia",Whitsundays,5929,0,"South Pacific, Australia",Whitsundays,"The 24m/78'9"" 'Alani' motor yacht built by the British shipyard Sunseeker is available for charter for up to 6 guests in 3 cabins. This  yacht  features interior styling by British designer Ken Freivokh."
107,ALASKAN STORY,Motor Yachts,8.0,4.0,4.0,28.04,2003,8000-Series,0,0,,Alaska,0,0,,Alaska,The 28.04m/92' motor yacht 'Alaskan Story' by the American shipyard Westport Yachts offers flexible accommodation for up to 8 guests in 4 cabins.
108,ALAYA,Classic Yachts,11.0,5.0,7.0,33.0,2022,Custom,9643,10571,"Mediterranean, Greece",Mykonos,9643,9643,"Mediterranean, Greece",Mykonos,"The 32.8m/107'7"" 'Alaya' classic yacht built by the German shipyard Lurssen is available for charter for up to 11 guests in 5 cabins."
109,ALBA,Gulet Yachts,10.0,5.0,4.0,30.0,2014,Custom,3143,4143,"Mediterranean, Croatia, Montenegro",,0,0,,,"The 30m/98'5"" 'Alba' gulet yacht built by shipyard Custom is available for charter for up to 10 guests in 5 cabins."
110,ALBATOR 2,Motor Yachts,12.0,5.0,6.0,29.95,2024,Technema 95,8143,9143,"Mediterranean, Greece, Turkey",Mykonos,8143,8143,,,"The 30.2m/99'1"" 'Albator 2' motor yacht built by shipyard Posillipo is available for charter for up to 12 guests in 5 cabins."
111,ALBATROS EXPLORER,Motor Yachts,12.0,6.0,4.0,26.0,2023,Custom,4000,4786,"Mediterranean, Turkey",,4000,4786,"Mediterranean, Turkey",,"The 26m/85'4"" motor yacht 'Albatros Explorer' is an excellent new superyacht for the luxury charter market. Delivered by Fethiye Shipyard  she can comfortably accommodate up to 12 guests in 6 cabins."
112,ALCHEMY,Motor Yachts,12.0,6.0,16.0,65.99,2023,Custom,103357,108000,"Mediterranean, Croatia, France, Greece, Italy, Monaco, Montenegro, Turkey","Amalfi Coast, Corsica, French Riviera, Ibiza, Mykonos, Sardinia, The Balearics",0,0,"Caribbean, Antigua, Bahamas, Saint Martin, St Barts",Virgin Islands,"The 65.7m/215'7"" motor yacht 'Alchemy' is an excellent new superyacht for the luxury charter market. Delivered by the Italian shipyard Rossinavi  and featuring interior styling by Italian designer Enrico Gobbi this multi-award winning  yacht  can comfortably accommodate up to 12 guests in 6 cabins."
113,ALCHEMY IV,Sailing Yachts,6.0,3.0,3.0,24.89,2009,Swan 82,6357,6857,,,0,0,,,The 24.99m/82' 'Alchemy IV' (ex. Sedna) sail yacht built by the Finnish shipyard Nautor Swan is available for charter for up to 6 guests in 3 cabins. This  yacht  features interior styling by Finnish designer Nautor Swan.
114,ALCOR,Motor Yachts,12.0,6.0,6.0,35.6,2020,Custom,11214,12571,"Mediterranean, France, Monaco","Corsica, French Riviera, Ibiza, Sardinia, The Balearics",11214,12571,,"Ibiza, The Balearics","The 35m/114'10"" 'Alcor' motor yacht built by the Dutch shipyard Heesen is available for charter for up to 12 guests in 6 cabins. This  yacht  features interior styling by Aldo Cichero."
115,ALEMIA,Open Yachts,10.0,5.0,5.0,32.0,2016,Italcraft 105,9786,9786,"Mediterranean, Italy","Amalfi Coast, Sardinia",9786,9786,"Mediterranean, Italy","Amalfi Coast, Sardinia",The 32m/105' open yacht 'Ale.Mia' by shipyard Italcraft offers flexible accommodation for up to 10 guests in 5 cabins.
116,ALEGRE,Motor Yachts,11.0,5.0,7.0,40.0,2019,Classic Supreme 132',0,0,"Caribbean, Antigua, Bahamas, Saint Martin, St Barts, Central America, Mexico",,0,0,"Caribbean, Antigua, Bahamas, Saint Martin, St Barts",Virgin Islands,The 40.24m/132' 'Alegre' motor yacht built by the Italian shipyard Benetti is available for charter for up to 11 guests in 5 cabins. This  yacht  features interior styling by French designer Zuretti.
117,ALEGRIA,Motor Yachts,8.0,2.0,4.0,24.0,2022,SL82,5214,5857,"Mediterranean, Greece",Mykonos,5214,5214,"Mediterranean, Greece",Mykonos,The 25m/82' 'Alegria' motor yacht built by the Italian shipyard Sanlorenzo is available for charter for up to 8 guests in 2 cabins. This  yacht  features interior styling by Italian designer Sanlorenzo.
118,ALEGRIA II,Motor Yachts,8.0,4.0,4.0,28.17,2020,Custom,10571,12214,"Mediterranean, France, Monaco","Corsica, French Riviera, Ibiza, The Balearics",10571,12214,,,"The 28.49m/93'6"" 'Alegria II' motor yacht built by the Italian shipyard Ferretti Yachts is available for charter for up to 8 guests in 4 cabins. This  yacht  features interior styling by Italian designer Zuccon."
119,ALESSANDRA III,Motor Yachts,12.0,6.0,11.0,47.2,2022,155 Yacht,0,0,"Caribbean, Bahamas",,0,0,"Caribbean, Bahamas",,The 47.25m/155' 'Alessandra III' motor yacht built by the British shipyard Sunseeker is available for charter for up to 12 guests in 6 cabins. This  yacht  features interior styling by British designer Sunseeker.
120,ALESSANDRO,Motor Yachts,8.0,4.0,4.0,26.0,2024,Custom,5214,6357,"Mediterranean, Turkey",,5214,6357,"Mediterranean, Turkey",,"The 26m/85'4"" motor yacht 'Alessandro' is an excellent new superyacht for the luxury charter market. Delivered by shipyard Yilmaz Yigit  she can comfortably accommodate up to 8 guests in 4 cabins."
121,ALESSANDRO,Gulet Yachts,10.0,5.0,6.0,40.0,2023,Custom,10071,10071,"Mediterranean, Croatia, Montenegro",,10071,10071,,,"The 40m/131'3"" 'Alessandro' gulet yacht built by shipyard Ruth Yachting is available for charter for up to 10 guests in 5 cabins."
122,ALEXA OF LONDON,Sailing Yachts,9.0,4.0,5.0,37.49,2025,Custom,13357,14214,"Mediterranean, Croatia, France, Greece, Monaco, Montenegro, Turkey","Calvi, Corsica, French Riviera, Mykonos",0,0,"Caribbean, Antigua, Saint Martin, St Barts",,"The 36.3m/119'1"" sail yacht 'Alexa of London' by shipyard Y.B.M. offers flexible accommodation for up to 9 guests in 4 cabins and features interior styling by Joerg Koehneke."
123,ALEXANDER M,Motor Yachts,8.0,4.0,4.0,24.64,2023,SL78,8929,10071,"Mediterranean, Italy","Amalfi Coast, Sardinia",6500,6500,"Mediterranean, Italy",Amalfi Coast,"The 24.59m/80'8"" motor yacht 'Alexander M' is an excellent new superyacht for the luxury charter market. Delivered by the Italian shipyard Sanlorenzo  and featuring interior styling by Italian designer Officina Italiana Design she can comfortably accommodate up to 8 guests in 4 cabins."
124,ALEXANDRA,Motor Yachts,12.0,7.0,12.0,50.0,2014,Golden Bay Series,29286,34214,"Mediterranean, Croatia, Greece, Montenegro, Turkey",Mykonos,29286,34214,"Mediterranean, Greece, Turkey",Mykonos,"The 49.95m/163'11"" 'Alexandra' motor yacht built by the Italian shipyard Benetti is available for charter for up to 12 guests in 7 cabins. This  yacht  features interior styling by English designer Terence Disdale."
125,ALEXIA,Motor Yachts,10.0,4.0,6.0,33.53,2016,Akhir 105S,10000,11357,"Mediterranean, Greece",Mykonos,10000,10000,"Mediterranean, Greece",Mykonos,The 31.1m/102' motor yacht 'Alexia' by shipyard Cantieri di Pisa offers flexible accommodation for up to 10 guests in 4 cabins and features interior styling by Cantieri di Pisa.
126,ALEXSOPHIE,Motor Yachts,8.0,4.0,3.0,23.0,2007,Custom,5214,0,,,0,0,,,"The 23m/75'6"" motor yacht 'Alexsophie' by the Italian shipyard Azimut offers flexible accommodation for up to 8 guests in 4 cabins."
127,ALFA,Motor Yachts,12.0,7.0,16.0,70.0,2025,Custom,116143,124429,"Mediterranean, Croatia, France, Italy, Monaco, Montenegro","Amalfi Coast, Calvi, Corsica, French Riviera, Sardinia",0,0,,,"The award winning 70m/229'8"" motor yacht 'Alfa' by the Italian shipyard Benetti offers flexible accommodation for up to 12 guests in 7 cabins and features interior styling by Luxury Projects."
128,ALFA G,Motor Yachts,12.0,7.0,16.0,59.99,2024,Custom,67714,67714,"Mediterranean, Croatia, Greece, Italy, Malta, Montenegro, Turkey","Amalfi Coast, Calvi, Cannes, Corsica, French Riviera, Ibiza, Mallorca, Mykonos, Santorini, Sardinia, St Tropez, The Balearics",67714,67714,"Mediterranean, Croatia, Greece, Italy, Malta, Montenegro, Turkey","Amalfi Coast, Calvi, Cannes, Corsica, French Riviera, Ibiza, Mallorca, Mykonos, Santorini, Sardinia, St Tropez, The Balearics","The 60m/196'10"" 'Alfa G' motor yacht built by the Dutch shipyard Oceanco is available for charter for up to 12 guests in 7 cabins. This multi-award winning  yacht  features interior styling by Alexandre Thiriat."
